,name,location,tweet,friends,followers,status_count,time,device_type,sentiments,text
7311,toyinkush,lagos,"@atiku sir, majority of voters have decided that we will rather have @mbuhari govern than you, sir. you may try in… https://t.co/m6b4ej2x8k",591,816,32672,2019-10-30 16:35:50+00:00,android,neutral,atiku sir majority voter decided rather mbuhari govern sir may try
7312,Hilasco,enugu,"rt @bashirahmaad: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, atiku abubakar,…",208,90,1838,2019-10-30 16:35:50+00:00,android,neutral,bashirahmaad supreme court dismissed appeal filed people democratic party pdp candidate atiku abubakar
7313,harjibolar4nso,nigeria,"rt @nnaji_kate: dear atiku, 
          dont mind these ungrateful nigerians, they don’t appreciate you. we the people of cameroon know your…",858,467,25005,2019-10-30 16:35:51+00:00,other,neutral,nnaji kate dear atiku dont mind ungrateful nigerian appreciate people cameroon know
7314,frances_oguji,"awka, nigeria","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",844,669,3338,2019-10-30 16:35:51+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
7315,Nelly87376627,none,rt @ayosogunro: pdp twitter spent the last 4 years insulting everyone who criticised gej's govt or who once supported buhari - instead of b…,4,0,1,2019-10-30 16:35:53+00:00,android,negative,ayosogunro pdp twitter spent last 4 year insulting everyone criticised gej govt supported buhari instead b
7316,princetogram,twitter! world wide! paradise!,"rt @realsolakuti: dear nigerians, the matter don cast. 
pdp cannot save you.
atiku cannot save you.
the judiciary cannot save you.
the legi…",2143,1177,35284,2019-10-30 16:35:53+00:00,android,neutral,realsolakuti dear nigerian matter cast pdp cannot save atiku cannot save judiciary cannot save legi
7317,tobilanre,"sangotedo, nigeria",for sale:lexus rx350 2012model facelifted to 2015 price 7.5m #tachaxteebillz #thingsfallapart atiku ciara #whatsapp… https://t.co/ivt8bdcdij,323,137,605,2019-10-30 16:35:53+00:00,android,neutral,sale lexus rx350 2012model facelifted 2015 price 7 5m tachaxteebillz thingsfallapart atiku ciara whatsapp
7318,amasolontv,turn 🔛 my notification 🔌,@sickrole @realkojotoronto @majortmusic atiku,1016,2141,1706,2019-10-30 16:35:55+00:00,android,neutral,sickrole realkojotoronto majortmusic atiku
7319,Iam_ObaJunior,planet earth,"the truth, nothing buh the truth.",649,344,4738,2019-10-30 16:35:57+00:00,android,neutral,truth nothing buh truth
7320,EmbeeMadakie,none,rt @bbchausa: pdp ta yi mamakin yadda kotun koli ta yi watsi da karar da atiku abubakar ya daukaka https://t.co/buduf5pjf1,568,1022,43120,2019-10-30 16:35:59+00:00,iOS,neutral,bbchausa pdp ta yi mamakin yadda kotun koli ta yi watsi da karar da atiku abubakar ya daukaka
7321,SmartInyang,lagos nigeria,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",5001,2150,10171,2019-10-30 16:35:59+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
7322,TheZenMonster,lagos|london,"rt @william_ukpe: atiku was not the only person that lost in the supreme court.

nigerian democrat institutions lost today,

we are officia…",1036,840,41211,2019-10-30 16:36:00+00:00,iOS,neutral,william ukpe atiku person lost supreme court nigerian democrat institution lost today officia
7323,OkaforAmaechi11,none,"rt @adebanqie: court nullified zamfara apc's votes in 2019 election - good for democracy

court removed apc from the ballot in river states…",443,238,3171,2019-10-30 16:36:02+00:00,iOS,positive,adebanqie court nullified zamfara apc vote 2019 election good democracy court removed apc ballot river state
7324,Abdyusuf1984,nigeria,"rt @the_davidatta: but jubrin is wicked sha.
waited till atiku's media machine ground to halt before hanging sega up by balls to dry in the…",1015,1958,84331,2019-10-30 16:36:02+00:00,android,negative,davidatta jubrin wicked sha waited till atiku medium machine ground halt hanging sega ball dry
7325,thecableng,nigeria,‘#nigerian judiciary has been sabotaged’ — @atiku rejects supreme court judgement https://t.co/od2aermjtc via @thecableng #supremecourt,3809,338547,120176,2019-10-30 16:36:07+00:00,other,neutral,nigerian judiciary sabotaged atiku reject supreme court judgement via thecableng supremecourt
7326,Abdyusuf1984,nigeria,rt @adebanqie: bad loser. take this l in peace and come back in 2022. https://t.co/7gfhis7xpx,1015,1958,84332,2019-10-30 16:36:08+00:00,android,negative,adebanqie bad loser take l peace come back 2022
7327,osychigbu,lagos-nigeria,rt @a_oshiomhole: congratulations to president buhari. https://t.co/n1glpgrozz,578,344,49445,2019-10-30 16:36:08+00:00,android,neutral,oshiomhole congratulation president buhari
7328,fiskypabloo,"lagos, nigeria","rt @sickrole: reply with “atiku”
follow whoever likes your comment 
no cheating 
@majortmusic gives instant follow back",18232,19813,13763,2019-10-30 16:36:09+00:00,android,neutral,sickrole reply atiku follow whoever like comment cheating majortmusic give instant follow back
7329,KING_ak49,al-janah firdous,"lol, ekun egbere.",648,712,53755,2019-10-30 16:36:09+00:00,android,positive,lol ekun egbere
7330,IfeEvans,us,"rt @sheyirealtor: but these athiefkulateds are funny sha.
what were they really expecting the supreme court to do?
rule against @mbuhari an…",794,128,3058,2019-10-30 16:36:10+00:00,android,positive,sheyirealtor athiefkulateds funny sha really expecting supreme court rule mbuhari
7331,udeh5095,everywhere in the world,@irishbutta @atiku @officialpdpnig 😆 lolz,181,80,3841,2019-10-30 16:36:13+00:00,iOS,neutral,irishbutta atiku officialpdpnig lolz
7332,Abdyusuf1984,nigeria,"rt @kennygee_70: sorry my friend dokun, you've been on my mind all day and i knew this would pain you more than atiku, pele dear. now pick…",1015,1958,84333,2019-10-30 16:36:13+00:00,android,neutral,kennygee 70 sorry friend dokun mind day knew would pain atiku pele dear pick
7333,SaniMus97249384,none,@atiku my presdent,165,2,4,2019-10-30 16:36:13+00:00,android,neutral,atiku presdent
7334,Mr_kunlecole,lagos/abuja/port harcourt,"rt @ayemojubar: dear @officialpdpnig, @atiku, @demolarewaju, @uchesecondus, @seyiamakinde, ayade is one of the cankerworms that will destro…",1857,4687,403499,2019-10-30 16:36:15+00:00,android,neutral,ayemojubar dear officialpdpnig atiku demolarewaju uchesecondus seyiamakinde ayade one cankerworm destro
7335,frances_oguji,"awka, nigeria","rt @aloyejimakor: atiku’s triple loss- 
at the polls.
at the tribunal.
at the supreme court.
is a prophecy foretold.
by @mazinnamdikanu.
wh…",844,669,3339,2019-10-30 16:36:16+00:00,android,neutral,aloyejimakor atiku triple loss poll tribunal supreme court prophecy foretold mazinnamdikanu wh
7336,YungHusband_,globally active. 📶🌍 ,rt @de_lordess: me : *pretends to be shocked* 😲😲😲 https://t.co/ajjjonwrtd,1212,8161,382466,2019-10-30 16:36:17+00:00,android,negative,de lordess pretend shocked
7337,abeebsilverYK,lagos|| uniiorin || abuja,rt @bashirahmaad: the supreme court has rejected the plea of the peoples democratic party (pdp) to adopt all its interlocutory appeals alon…,540,521,2248,2019-10-30 16:36:18+00:00,android,neutral,bashirahmaad supreme court rejected plea people democratic party pdp adopt interlocutory appeal alon
7338,VictorBabsOlu2,"ogun, nigeria",@jonathangenesi3 @officialpdpnig @atiku @officialkolao @_musawada @seyiamakinde @govwike @iaokowa @renoomokri… https://t.co/7cpbygm6gt,69,45,1667,2019-10-30 16:36:19+00:00,android,neutral,jonathangenesi3 officialpdpnig atiku officialkolao musawada seyiamakinde govwike iaokowa renoomokri
7339,shittuolaleka17,lagos,"rt @i_am_ilemona: i offer you no sympathies. and when this misgovernance touches you, advocacy will not be because i will like you. it will…",4916,3105,98207,2019-10-30 16:36:19+00:00,iOS,neutral,ilemona offer sympathy misgovernance touch advocacy like
7340,tajudine2013,"lagos, nigeria",rt @wfalabede: nigerians have sent a message through the ballot box to atiku and his friends. the message has been re-affirmed by the judic…,2451,3488,142024,2019-10-30 16:36:20+00:00,android,neutral,wfalabede nigerian sent message ballot box atiku friend message affirmed judic
7341,SulemanSaLLO,😘🇵🇰,"rt @sickrole: reply with “atiku”
follow whoever likes your comment 
no cheating 
@majortmusic gives instant follow back",11541,10567,22842,2019-10-30 16:36:20+00:00,android,neutral,sickrole reply atiku follow whoever like comment cheating majortmusic give instant follow back
7342,EmbeeMadakie,none,mad headline 😂😂😂,568,1022,43121,2019-10-30 16:36:20+00:00,iOS,negative,mad headline
7343,AbdulhakeemIbr7,none,those guys made dollars....!😁,437,249,3426,2019-10-30 16:36:20+00:00,android,neutral,guy made dollar
7344,aminualiyu11,none,"court nullified zamfara apc's votes in 2019 election - good for democracy

court removed apc from the ballot in riv… https://t.co/u8ahehwxsq",369,711,6033,2019-10-30 16:36:21+00:00,other,positive,court nullified zamfara apc vote 2019 election good democracy court removed apc ballot riv
7345,Irishbutta,none,@toyinkush @atiku @officialpdpnig the man has no shame.,786,1088,69531,2019-10-30 16:36:23+00:00,android,neutral,toyinkush atiku officialpdpnig man shame
7346,kriszaga,usa,rt @thecableng: ‘#nigerian judiciary has been sabotaged’ — @atiku rejects supreme court judgement https://t.co/od2aermjtc via @thecableng #…,4641,7329,15600,2019-10-30 16:36:23+00:00,iOS,neutral,thecableng nigerian judiciary sabotaged atiku reject supreme court judgement via thecableng
7347,Vintage_Veteran,cruelfilms.com,"rt @ahayatu: is to go and unseat paul biya of his native country cameroun. 

nonsense! https://t.co/jt1weuq9m9",1548,2046,310440,2019-10-30 16:36:27+00:00,iOS,neutral,ahayatu go unseat paul biya native country cameroun nonsense
7348,AntongJohn,"kaduna, nigeria",@atiku so powerful that i am on tears reading the final words history will always remember you sir,112,16,193,2019-10-30 16:36:27+00:00,android,positive,atiku powerful tear reading final word history always remember sir
7349,LucyDeez1,"abuja, nigeria",@drelmo_atiku @atiku we deed it and i'm happy i never gave up.,4232,2699,6466,2019-10-30 16:36:28+00:00,android,positive,drelmo atiku atiku deed happy never gave
7350,Dd_precious,nigeria,"rt @jaytise: if you have stood with this men all through the setbacks, delays and waste of time with atiku, pdp and the court,

i say congr…",2065,419,1516,2019-10-30 16:36:28+00:00,android,negative,jaytise stood men setback delay waste time atiku pdp court say congr
7351,iAm_Njb,big rich town,"rt @akunnachux: few days after cjn said sc justices are human and therefore liable to commit errors, pmb jetted out of the country on a 16-…",792,1072,42919,2019-10-30 16:36:29+00:00,iOS,negative,akunnachux day cjn said sc justice human therefore liable commit error pmb jetted country 16
7352,chris1234J,in ur mind right now.,"rt @adebanqie: shout out to 

1. atiku's lawyers
2. the brain behind non-existent inec server
2. osita, the useless star witness
3. the fak…",612,633,12535,2019-10-30 16:36:29+00:00,android,negative,adebanqie shout 1 atiku lawyer 2 brain behind non existent inec server 2 osita useless star witness 3 fak
7353,udeh5095,everywhere in the world,rt @irishbutta: @udeh5095 @atiku @officialpdpnig 🤣 🤣 🤣 the thing pain am.,181,80,3842,2019-10-30 16:36:30+00:00,iOS,neutral,irishbutta udeh5095 atiku officialpdpnig thing pain
7354,liteventures,"lagos, nigeria","rt @bravefacefunkie: it's 100% sealed that atiku is no longer cumming but on the flip side... 

dear asuu, ippis is coming 🔥🔥 😁 https://t.c…",3386,1672,39789,2019-10-30 16:36:31+00:00,iOS,neutral,bravefacefunkie 100 sealed atiku longer cumming flip side dear asuu ippis coming
7355,frances_oguji,"awka, nigeria","rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",844,669,3340,2019-10-30 16:36:31+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
7356,princetogram,twitter! world wide! paradise!,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",2143,1177,35285,2019-10-30 16:36:32+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
7357,gembel_berdasii,yk,"wes biasa aku loro ati tapi aku
wegah ngorbanke atiku dinggo kowe
su",23,13,63782,2019-10-30 16:36:32+00:00,other,neutral,wes biasa aku loro ati tapi aku wegah ngorbanke atiku dinggo kowe su
7358,Tobechu59292139,"lagos, nigeria","rt @akunnachux: few days after cjn said sc justices are human and therefore liable to commit errors, pmb jetted out of the country on a 16-…",5000,1644,53347,2019-10-30 16:36:32+00:00,iOS,negative,akunnachux day cjn said sc justice human therefore liable commit error pmb jetted country 16
7359,CovenantBuhari,"canada, abuja, lagos.",atiku @atiku should as a matter of urgency apologize to president buhari @mbuhari and lovers of nigeria... for the undue distractions.,4997,4463,2113,2019-10-30 16:36:34+00:00,android,neutral,atiku atiku matter urgency apologize president buhari mbuhari lover nigeria undue distraction
7360,Aisha56567186,"abuja, nigeria","rt @teguando1: @fkeyamo (san) said @atiku 's petition is ""worthless"" and a ""waste of time"",they @twitter lawyers &amp; those who have never pra…",535,373,33944,2019-10-30 16:36:34+00:00,android,negative,teguando1 fkeyamo san said atiku petition worthless waste time twitter lawyer amp never pra
7361,arcdini,"katsina, nigeria","rt @adebanqie: shout out to 

1. atiku's lawyers
2. the brain behind non-existent inec server
2. osita, the useless star witness
3. the fak…",2563,2648,14079,2019-10-30 16:36:37+00:00,android,negative,adebanqie shout 1 atiku lawyer 2 brain behind non existent inec server 2 osita useless star witness 3 fak
7362,MOAdanu,nigeria,"""in a democracy, you need a strong judiciary, a free press and an impartial electoral umpire. nigeria has none of t… https://t.co/ajrk6g5nrn",4028,4768,5823,2019-10-30 16:36:38+00:00,android,positive,democracy need strong judiciary free press impartial electoral umpire nigeria none
7363,realefozee,none,what a fucking clown.,866,1535,2693,2019-10-30 16:36:41+00:00,android,negative,fucking clown
7364,tewogbadekamil,"lagos, nigeria","rt @iam_fais: atiku is not coming? 

please who is this atiku you all are shouting and chanting his name?",819,291,14632,2019-10-30 16:36:42+00:00,android,neutral,iam fais atiku coming please atiku shouting chanting name
7365,AL_Tofunmi,"lagos, nigeria",rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,5462,9137,16631,2019-10-30 16:36:43+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
7366,EDOHODANIEL1,none,"rt @mobilepunch: supreme court ruling: only god can bail out nigeria —secondus
https://t.co/ewd3qd7gcm
#atiku 
#nigeria",1895,597,2160,2019-10-30 16:36:44+00:00,android,neutral,mobilepunch supreme court ruling god bail nigeria secondus atiku nigeria
7367,idoabbey,none,rt @deeoneayekooto: idiagbon was in saudi arabia when ibb overthrew buhari government in 1985. pmb is in saudi arabia today when buhari gov…,929,127,628,2019-10-30 16:36:44+00:00,android,neutral,deeoneayekooto idiagbon saudi arabia ibb overthrew buhari government 1985 pmb saudi arabia today buhari gov
7368,Lady_Princess7,💕dm for followback💕,"rt @sickrole: reply with “atiku”
follow whoever likes your comment 
no cheating 
@majortmusic gives instant follow back",37612,41808,87237,2019-10-30 16:36:45+00:00,iOS,neutral,sickrole reply atiku follow whoever like comment cheating majortmusic give instant follow back
7369,BAMSYTHAREAL,"lautech, ogbomosho",rt @mr_hoju: even if buhari is a devil... why would any nigerian join in a protest for atiku..atiku!!!!!!,458,78,639,2019-10-30 16:36:46+00:00,iOS,neutral,mr hoju even buhari devil would nigerian join protest atiku atiku
7370,ugobaba1,none,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",454,40,342,2019-10-30 16:36:46+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
7371,wilfrik,lagos nigeria,"@atiku if given another opportunity, i will vote you over and over again. no regrets whatsoever!",541,451,8227,2019-10-30 16:36:47+00:00,iOS,positive,atiku given another opportunity vote regret whatsoever
7372,chuckD_charles,"москва (moscow), россия ","rt @abdulmahmud01: judge who? you guys are the problem. you were busy doing arithmetic permutation of 4 v 3 judges in favour of atiku, when…",2113,1039,15204,2019-10-30 16:36:47+00:00,android,positive,abdulmahmud01 judge guy problem busy arithmetic permutation 4 v 3 judge favour atiku
7373,jet_bomber,none,rt @daily_trust: breaking: s/court stands down hearing of atiku’s appeal against buhari https://t.co/cvpapeoiu4 https://t.co/h2ubl9g1ms,429,623,14880,2019-10-30 16:36:49+00:00,android,negative,daily trust breaking court stand hearing atiku appeal buhari
7374,nero7615,none,@larrycool @atiku a true democrat does not denigrate the system when it doesn't favour him. this is a bitter opport… https://t.co/hwx2ubfdvo,315,193,4805,2019-10-30 16:36:49+00:00,android,positive,larrycool atiku true democrat denigrate system favour bitter opport
7375,davidkayode32,"montréal, québec 🇳🇬🇿🇦🇨🇦",@ayemojubar @atiku he cannot and he will never smell the throne of leadership in nigeria by the grace of almighty god,980,374,3583,2019-10-30 16:36:51+00:00,iOS,neutral,ayemojubar atiku cannot never smell throne leadership nigeria grace almighty god
7376,AyanfeOfGod,in god's will,"atiku lost at the supreme court and you’re mocking, aa is not suffering the effect of this apc regime like you. you… https://t.co/o0bld4lkez",8089,8444,4878,2019-10-30 16:36:52+00:00,iOS,neutral,atiku lost supreme court mocking aa suffering effect apc regime like
7377,snr_adetona,nigeria,dey don’t know,1162,1071,623,2019-10-30 16:36:52+00:00,iOS,neutral,dey know
7378,frances_oguji,"awka, nigeria",rt @thecableng: breaking: supreme court dismisses @atiku’s appeal against @mbuhari’s victory https://t.co/ykl9dbfgdz via @thecableng #supre…,844,669,3341,2019-10-30 16:36:53+00:00,android,neutral,thecableng breaking supreme court dismisses atiku appeal mbuhari victory via thecableng supre
7379,AL_Tofunmi,"lagos, nigeria","rt @realsolakuti: dear nigerians, the matter don cast. 
pdp cannot save you.
atiku cannot save you.
the judiciary cannot save you.
the legi…",5462,9137,16632,2019-10-30 16:36:54+00:00,android,neutral,realsolakuti dear nigerian matter cast pdp cannot save atiku cannot save judiciary cannot save legi
7380,Aisha56567186,"abuja, nigeria","rt @ahayatu: i need none of your sympathy, now or in the future. 

your solution (atiku) to our problems is a problem too. he is a bigger p…",535,373,33945,2019-10-30 16:36:56+00:00,android,neutral,ahayatu need none sympathy future solution atiku problem problem bigger p
7381,akeemfadare,portharcourt,"rt @idowu553: breaking...
atiku rejects the supreme court verdict, heads to lawn tennis court. 😛😄",414,250,8096,2019-10-30 16:36:58+00:00,android,neutral,idowu553 breaking atiku reject supreme court verdict head lawn tennis court
7382,Ogbeniharbiodun,"lagos, nigeria","rt @beefumet: this summed up my thoughts, i said it that pdp doesn't play the role of opposition well. https://t.co/rkds0lzhc9",181,54,122,2019-10-30 16:36:58+00:00,android,neutral,beefumet summed thought said pdp play role opposition well
7383,tajudine2013,"lagos, nigeria",rt @allyoyedokungm1: the supreme court has dismissed the appeal filed by atiku abubakar against president muhammadu buhari’s election victo…,2451,3488,142026,2019-10-30 16:36:59+00:00,android,neutral,allyoyedokungm1 supreme court dismissed appeal filed atiku abubakar president muhammadu buhari election victo
7384,theaviator69,the sky,"rt @swaaguu_baba: atiku should just go and rest, even if he goes to all the courts in the world he'll just end up being fucked and he won't…",4404,2062,4278,2019-10-30 16:36:59+00:00,android,negative,swaaguu baba atiku go rest even go court world end fucked
7385,omashbinitie,"lagos, nigeria","rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",14318,15066,7665,2019-10-30 16:37:00+00:00,other,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
7386,morufadenuga,"lagos, nigeria",@officialpdpnig @atiku @officialkolao @_musawada @seyiamakinde @govwike @iaokowa @renoomokri @benmurraybruce… https://t.co/p8l7sec9wu,855,199,5867,2019-10-30 16:37:03+00:00,android,neutral,officialpdpnig atiku officialkolao musawada seyiamakinde govwike iaokowa renoomokri benmurraybruce
7387,Femimexican,city of favour & mercy,@atiku failure has turned you into an emergency poet. happy political retirement to you sir 🤣🤣🤣🤣🤣🤣🤣,3156,893,17650,2019-10-30 16:37:03+00:00,other,positive,atiku failure turned emergency poet happy political retirement sir
7388,charlesbanky,none,@ishakaa @channelstv @atiku @tfx47 @isuphjt @deezer234 @kakra68 @trolls_queen @marythesa @drdebodun @mohamadlapai… https://t.co/6agqathsyh,1434,563,4115,2019-10-30 16:37:07+00:00,iOS,neutral,ishakaa channelstv atiku tfx47 isuphjt deezer234 kakra68 troll queen marythesa drdebodun mohamadlapai
7389,Ayodeji83060522,none,@atiku sir. god is good..!!! do you recall your gallivanting in 2015?? you sacrificed your destiny the day you join… https://t.co/ikmnqvsurp,480,80,504,2019-10-30 16:37:08+00:00,android,positive,atiku sir god good recall gallivanting 2015 sacrificed destiny day join
7390,olubaby505,nigeria,"@atiku let us enjoy the 4years of hell,because we are dealing with an uneducated human being it's well with naija",8716,9947,2704,2019-10-30 16:37:08+00:00,android,positive,atiku let u enjoy 4years hell dealing uneducated human well naija
7391,RashlawQ10,🇱🇬,rt @pmnewsnigeria: supreme court judgement: judiciary sabotaged by dictatorial cabal – atiku https://t.co/lagmokgwfr #readthis https://t.co…,1562,327,30318,2019-10-30 16:37:11+00:00,android,neutral,pmnewsnigeria supreme court judgement judiciary sabotaged dictatorial cabal atiku readthis
7392,AL_Tofunmi,"lagos, nigeria","rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",5462,9137,16633,2019-10-30 16:37:11+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
7393,edupeepy1,biafra,@legitngnews @ayemojubar @mbuhari @atiku which ballot box? 😂🤣😂🤣😂🤣,55,879,102773,2019-10-30 16:37:12+00:00,android,neutral,legitngnews ayemojubar mbuhari atiku ballot box
7394,mgdash,worldwide,@ahayatu @atiku do u mean yaounde or abu dhabi ?,881,466,11413,2019-10-30 16:37:13+00:00,android,negative,ahayatu atiku u mean yaounde abu dhabi
7395,Muhd_Jato,"maiduguri, nigeria",rejects supreme court and head's to where?,143,66,110,2019-10-30 16:37:13+00:00,android,neutral,reject supreme court head
7396,AfroweonJah,soon come.,"rt @mrfunshy: @mrfixnigeria so atiku is no longer coming
how quickly has the delusion turned into despair",3365,937,58628,2019-10-30 16:37:14+00:00,android,positive,mrfunshy mrfixnigeria atiku longer coming quickly delusion turned despair
7397,malsonray2, kwara state ,@atiku @lagostalks913 #presidentialelectoraltribunaltheend,312,301,2484,2019-10-30 16:37:15+00:00,android,neutral,atiku lagostalks913 presidentialelectoraltribunaltheend
7398,Dev_makko,none,rt @dev_makko: @thecableng @atiku @mbuhari supreme court after final ruling  🤡 https://t.co/wnfofrgkn4,577,729,387,2019-10-30 16:37:15+00:00,other,neutral,dev makko thecableng atiku mbuhari supreme court final ruling
7399,BlesynAffia,lagos,"rt @blesynaffia: 🙌🙌🙌 #romantic2019 fatherlyyyy i stan💯✍️🌴

way to go. no debate👌 https://t.co/532inup15h",239,1659,52305,2019-10-30 16:37:17+00:00,android,neutral,blesynaffia romantic2019 fatherlyyyy stan way go debate
7400,akeemfadare,portharcourt,rt @gasbytweet: i'm so happy atiku went to court sha cos by now his minions and senseless supporters would be telling us how he would have…,414,250,8100,2019-10-30 16:37:17+00:00,android,positive,gasbytweet happy atiku went court sha co minion senseless supporter would telling u would
7401,nsalex4real,nigeria,wannan bugu daya haka! @atiku is finally gone,50,43,144,2019-10-30 16:37:17+00:00,android,neutral,wannan bugu daya haka atiku finally gone
7402,Seceelyah,where the words art✗,"@charlieoflagos just told me that the atiku judgement was 3 sentences long.

i’m weak.",660,858,15987,2019-10-30 16:37:20+00:00,iOS,negative,charlieoflagos told atiku judgement 3 sentence long weak
7403,OfficialblackJ,christmas island,@atiku @thony_yhl god bless you sir. ❤️❤️❤️❤️,866,1423,22198,2019-10-30 16:37:21+00:00,iOS,neutral,atiku thony yhl god bless sir
7404,abubaka75815700,"yola, nigeria",@daily_trust @atiku @mbuhari @officialpdpnig @officialapcng congratulations buhari,474,41,137,2019-10-30 16:37:23+00:00,iOS,neutral,daily trust atiku mbuhari officialpdpnig officialapcng congratulation buhari
7405,MuazuSuleimanA1,"adamawa, nigeria",@atiku good bless wazirin adamawa @atiku as well. its indeed sad but with life their is hope. i believed in your po… https://t.co/w1q3zebe6k,112,60,965,2019-10-30 16:37:24+00:00,android,positive,atiku good bless wazirin adamawa atiku well indeed sad life hope believed po
7406,4wardNaija,worldwide via naija,rt @ayosogunro: pdp twitter spent the last 4 years insulting everyone who criticised gej's govt or who once supported buhari - instead of b…,172,163,1437,2019-10-30 16:37:26+00:00,android,negative,ayosogunro pdp twitter spent last 4 year insulting everyone criticised gej govt supported buhari instead b
7407,kesh_hakeem,global,"rt @sickrole: reply with “atiku”
follow whoever likes your comment 
no cheating 
@majortmusic gives instant follow back",15236,19512,48359,2019-10-30 16:37:27+00:00,other,neutral,sickrole reply atiku follow whoever like comment cheating majortmusic give instant follow back
7408,Alabi2H,nigeria,"@oiselene @atiku @atiku should go and ask malema of south aftica, akufo of ghana, nansi pelosi in u.s... i look at… https://t.co/v0an59cevj",236,136,2267,2019-10-30 16:37:27+00:00,android,neutral,oiselene atiku atiku go ask malema south aftica akufo ghana nansi pelosi u look
7409,abisola_spencer,beyond the wall. ,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",2405,2666,79808,2019-10-30 16:37:28+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
7410,KunleAriyo,akure. nigeria,rt @ojuasha: supreme court dismisses atiku’s petition challenging buhari’s election victory https://t.co/ytyy6ejbi2 https://t.co/wr1ywdbrig,962,1151,8530,2019-10-30 16:37:28+00:00,android,positive,ojuasha supreme court dismisses atiku petition challenging buhari election victory
7411,9ijaNews,"abuja,nigeria","lawan urges atiku, pdp to accept defeat https://t.co/onelftd6en https://t.co/ojp9oarmxc",2665,2819,626039,2019-10-30 16:37:29+00:00,other,neutral,lawan urge atiku pdp accept defeat
7412,OyewoleJeremia3,"lagos, nigeria","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",887,779,1145,2019-10-30 16:37:29+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
7413,DRElMo_ATIKU,none,@lucydeez1 @atiku it love that,910,2581,1629,2019-10-30 16:37:29+00:00,iOS,positive,lucydeez1 atiku love
7414,LucyDeez1,"abuja, nigeria","rt @yemi_adebowale: cjn to dr livy uzokwu, “if you want time to make up your mind, we will give you time. we don’t want you to go and write…",4232,2699,6467,2019-10-30 16:37:30+00:00,android,neutral,yemi adebowale cjn dr livy uzokwu want time make mind give time want go write
7415,Olamilekan4u,"inisa, nigeria",@fattyrule @officialpdpnig @atiku @officialkolao @_musawada @seyiamakinde @govwike @iaokowa @renoomokri… https://t.co/sn5qywppem,993,611,2915,2019-10-30 16:37:33+00:00,android,neutral,fattyrule officialpdpnig atiku officialkolao musawada seyiamakinde govwike iaokowa renoomokri
7416,osychigbu,lagos-nigeria,"rt @victoria_ngr: quelqu'un devrait vérifier sur atiku.  c'est ainsi que commencent la dépression et le suicide.  après tout, il était autr…",578,344,49448,2019-10-30 16:37:34+00:00,android,neutral,victoria ngr quelqu un devrait v rifier sur atiku c est ainsi que commencent la pression et le suicide apr tout il tait autr
7417,advocateniger,none,new post: nigerians react as supreme court dismisses atiku’s appeal against buhari https://t.co/jan1lhk3oa,11,48,8887,2019-10-30 16:37:34+00:00,other,positive,new post nigerian react supreme court dismisses atiku appeal buhari
7418,falcon7201,none,"rt @william_ukpe: atiku was not the only person that lost in the supreme court.

nigerian democrat institutions lost today,

we are officia…",613,236,7314,2019-10-30 16:37:35+00:00,android,neutral,william ukpe atiku person lost supreme court nigerian democrat institution lost today officia
7419,emmanuelameh11,wuse zone 5 abuja nigeria,@atiku wat i expected from u was an apology to nigerian for wasting our time and the havoc done to nigeria during ur tenure as vp,532,159,856,2019-10-30 16:37:35+00:00,android,negative,atiku wat expected u apology nigerian wasting time havoc done nigeria ur tenure vp
7420,abba_kas2,battle field,lol,185,366,5798,2019-10-30 16:37:36+00:00,iOS,positive,lol
